date,open,high,low,close
2024-02-12 22:50:00,1.26294,1.26299,1.26245,1.26264
2024-02-12 22:55:00,1.26265,1.26276,1.26262,1.26272
2024-02-12 23:00:00,1.26268,1.26285,1.26256,1.26284
2024-02-12 23:05:00,1.26285,1.26291,1.26279,1.2628
2024-02-12 23:10:00,1.26281,1.26281,1.26265,1.2627
2024-02-12 23:15:00,1.2627,1.26271,1.26258,1.2626
2024-02-12 23:20:00,1.2626,1.26281,1.2626,1.26276
2024-02-12 23:25:00,1.26278,1.26282,1.26271,1.26271
2024-02-12 23:30:00,1.26272,1.26272,1.2626,1.26262
2024-02-12 23:35:00,1.26263,1.26275,1.26257,1.26271
2024-02-12 23:40:00,1.2627,1.26271,1.2626,1.26267
2024-02-12 23:45:00,1.26266,1.26268,1.2626,1.26262
2024-02-12 23:50:00,1.26262,1.26264,1.26259,1.2626
2024-02-12 23:55:00,1.2626,1.26269,1.26258,1.26268
2024-02-13 00:00:00,1.26268,1.2628,1.26268,1.26273
2024-02-13 00:05:00,1.26274,1.26274,1.26242,1.26243
2024-02-13 00:10:00,1.26244,1.26247,1.26225,1.2623
2024-02-13 00:15:00,1.26231,1.2625,1.26218,1.26218
2024-02-13 00:20:00,1.26217,1.26217,1.262,1.2621
2024-02-13 00:25:00,1.26209,1.2621,1.26198,1.26199
2024-02-13 00:30:00,1.26199,1.26214,1.26198,1.26204
2024-02-13 00:35:00,1.26204,1.26212,1.26204,1.2621
2024-02-13 00:40:00,1.2621,1.26212,1.262,1.26209
2024-02-13 00:45:00,1.2621,1.26212,1.26199,1.26211
2024-02-13 00:50:00,1.2621,1.2625,1.26209,1.26246
2024-02-13 00:55:00,1.26248,1.26254,1.26238,1.26251
2024-02-13 01:00:00,1.2625,1.26272,1.2625,1.26266
2024-02-13 01:05:00,1.26265,1.26271,1.2626,1.26261
2024-02-13 01:10:00,1.26262,1.26273,1.26255,1.26262
2024-02-13 01:15:00,1.26262,1.26263,1.26251,1.26254
2024-02-13 01:20:00,1.26253,1.26264,1.2625,1.2625
2024-02-13 01:25:00,1.2625,1.2626,1.26244,1.26244
2024-02-13 01:30:00,1.26243,1.26253,1.26238,1.26238
2024-02-13 01:35:00,1.26236,1.26252,1.26234,1.26242
2024-02-13 01:40:00,1.26242,1.26254,1.2624,1.2624
2024-02-13 01:45:00,1.2624,1.26242,1.26209,1.26209
2024-02-13 01:50:00,1.26209,1.2621,1.26188,1.26191
2024-02-13 01:55:00,1.2619,1.26214,1.2619,1.26211
