<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.11.21	13:05:00	1.25405	1.25405	1.25345	1.25347	370	0	1
2023.11.21	13:10:00	1.25346	1.25375	1.25319	1.25334	216	0	1
2023.11.21	13:15:00	1.25333	1.25344	1.25290	1.25292	358	0	1
2023.11.21	13:20:00	1.25295	1.25322	1.25286	1.25313	192	0	1
2023.11.21	13:25:00	1.25314	1.25336	1.25310	1.25314	222	0	1
2023.11.21	13:30:00	1.25315	1.25323	1.25291	1.25309	189	0	1
2023.11.21	13:35:00	1.25310	1.25340	1.25289	1.25340	243	0	1
2023.11.21	13:40:00	1.25340	1.25360	1.25334	1.25338	342	0	1
2023.11.21	13:45:00	1.25336	1.25339	1.25287	1.25294	231	0	1
2023.11.21	13:50:00	1.25294	1.25305	1.25264	1.25281	227	0	1
2023.11.21	13:55:00	1.25283	1.25300	1.25278	1.25291	181	0	1
2023.11.21	14:00:00	1.25292	1.25355	1.25285	1.25331	324	0	1
2023.11.21	14:05:00	1.25331	1.25346	1.25313	1.25318	256	0	1
2023.11.21	14:10:00	1.25316	1.25340	1.25307	1.25327	162	0	1
2023.11.21	14:15:00	1.25327	1.25363	1.25308	1.25357	259	0	1
2023.11.21	14:20:00	1.25358	1.25359	1.25322	1.25341	181	0	1
2023.11.21	14:25:00	1.25342	1.25380	1.25305	1.25380	394	0	1
2023.11.21	14:30:00	1.25382	1.25399	1.25351	1.25355	272	0	1
2023.11.21	14:35:00	1.25357	1.25374	1.25348	1.25373	272	0	1
2023.11.21	14:40:00	1.25371	1.25375	1.25341	1.25362	199	0	1
2023.11.21	14:45:00	1.25363	1.25375	1.25331	1.25363	247	0	1
2023.11.21	14:50:00	1.25362	1.25377	1.25339	1.25373	312	0	1
2023.11.21	14:55:00	1.25371	1.25411	1.25350	1.25353	414	0	1
2023.11.21	15:00:00	1.25357	1.25402	1.25350	1.25392	543	0	1
2023.11.21	15:05:00	1.25388	1.25453	1.25373	1.25440	463	0	1
2023.11.21	15:10:00	1.25438	1.25494	1.25435	1.25470	377	0	1
2023.11.21	15:15:00	1.25470	1.25512	1.25470	1.25511	261	0	1
2023.11.21	15:20:00	1.25509	1.25572	1.25509	1.25553	447	0	1
2023.11.21	15:25:00	1.25556	1.25563	1.25541	1.25551	266	0	1
2023.11.21	15:30:00	1.25553	1.25592	1.25447	1.25469	687	0	1
2023.11.21	15:35:00	1.25467	1.25509	1.25414	1.25446	870	0	1
2023.11.21	15:40:00	1.25444	1.25487	1.25359	1.25399	1123	0	1
2023.11.21	15:45:00	1.25399	1.25424	1.25379	1.25404	801	0	1
2023.11.21	15:50:00	1.25406	1.25408	1.25332	1.25362	700	0	1
2023.11.21	15:55:00	1.25362	1.25403	1.25341	1.25392	660	0	1
2023.11.21	16:00:00	1.25393	1.25445	1.25383	1.25433	641	0	1
2023.11.21	16:05:00	1.25432	1.25489	1.25412	1.25465	602	0	1
2023.11.21	16:10:00	1.25466	1.25503	1.25453	1.25484	689	0	1
2023.11.21	16:15:00	1.25488	1.25519	1.25466	1.25494	707	0	1
2023.11.21	16:20:00	1.25497	1.25515	1.25463	1.25492	553	0	1
2023.11.21	16:25:00	1.25490	1.25529	1.25479	1.25490	592	0	1
2023.11.21	16:30:00	1.25490	1.25511	1.25458	1.25473	640	0	1
2023.11.21	16:35:00	1.25472	1.25479	1.25380	1.25381	516	0	1
2023.11.21	16:40:00	1.25380	1.25421	1.25368	1.25390	664	0	1
2023.11.21	16:45:00	1.25395	1.25450	1.25377	1.25421	499	0	1
2023.11.21	16:50:00	1.25421	1.25500	1.25421	1.25482	478	0	1
2023.11.21	16:55:00	1.25480	1.25488	1.25443	1.25456	591	0	1
2023.11.21	17:00:00	1.25454	1.25540	1.25451	1.25474	1020	0	1
2023.11.21	17:05:00	1.25473	1.25474	1.25379	1.25403	1035	0	1
2023.11.21	17:10:00	1.25402	1.25411	1.25325	1.25358	801	0	1
2023.11.21	17:15:00	1.25357	1.25413	1.25321	1.25413	826	0	1
2023.11.21	17:20:00	1.25414	1.25414	1.25315	1.25341	784	0	1
2023.11.21	17:25:00	1.25340	1.25371	1.25268	1.25304	697	0	1
2023.11.21	17:30:00	1.25300	1.25337	1.25264	1.25306	859	0	1
2023.11.21	17:35:00	1.25307	1.25355	1.25288	1.25322	669	0	1
2023.11.21	17:40:00	1.25323	1.25406	1.25299	1.25383	781	0	1
2023.11.21	17:45:00	1.25382	1.25425	1.25370	1.25375	582	0	1
2023.11.21	17:50:00	1.25375	1.25386	1.25350	1.25370	557	0	1
2023.11.21	17:55:00	1.25369	1.25379	1.25314	1.25366	607	0	1
2023.11.21	18:00:00	1.25366	1.25429	1.25357	1.25429	684	0	1
2023.11.21	18:05:00	1.25425	1.25448	1.25397	1.25425	522	0	1
2023.11.21	18:10:00	1.25427	1.25447	1.25347	1.25348	624	0	1
2023.11.21	18:15:00	1.25351	1.25386	1.25315	1.25331	582	0	1
2023.11.21	18:20:00	1.25333	1.25355	1.25312	1.25341	518	0	1
2023.11.21	18:25:00	1.25340	1.25341	1.25292	1.25292	522	0	1
2023.11.21	18:30:00	1.25293	1.25328	1.25281	1.25304	536	0	1
2023.11.21	18:35:00	1.25306	1.25328	1.25277	1.25323	516	0	1
2023.11.21	18:40:00	1.25321	1.25346	1.25284	1.25337	451	0	1
2023.11.21	18:45:00	1.25340	1.25362	1.25301	1.25347	456	0	1
2023.11.21	18:50:00	1.25347	1.25395	1.25339	1.25388	306	0	1
2023.11.21	18:55:00	1.25388	1.25392	1.25359	1.25372	379	0	1
2023.11.21	19:00:00	1.25371	1.25387	1.25338	1.25357	370	0	1
2023.11.21	19:05:00	1.25357	1.25372	1.25338	1.25366	260	0	1
2023.11.21	19:10:00	1.25367	1.25403	1.25354	1.25400	222	0	1
2023.11.21	19:15:00	1.25397	1.25401	1.25318	1.25356	324	0	1
2023.11.21	19:20:00	1.25356	1.25365	1.25336	1.25361	191	0	1
2023.11.21	19:25:00	1.25363	1.25403	1.25344	1.25398	335	0	1
2023.11.21	19:30:00	1.25397	1.25459	1.25397	1.25449	321	0	1
2023.11.21	19:35:00	1.25446	1.25466	1.25433	1.25445	214	0	1
2023.11.21	19:40:00	1.25445	1.25458	1.25424	1.25429	206	0	1
2023.11.21	19:45:00	1.25428	1.25494	1.25427	1.25486	248	0	1
2023.11.21	19:50:00	1.25486	1.25512	1.25462	1.25475	267	0	1
2023.11.21	19:55:00	1.25475	1.25488	1.25450	1.25468	314	0	1
2023.11.21	20:00:00	1.25468	1.25469	1.25378	1.25383	339	0	1
2023.11.21	20:05:00	1.25385	1.25390	1.25361	1.25365	287	0	7
2023.11.21	20:10:00	1.25365	1.25368	1.25312	1.25316	306	0	7
2023.11.21	20:15:00	1.25316	1.25337	1.25310	1.25319	203	0	8
2023.11.21	20:20:00	1.25320	1.25337	1.25250	1.25252	310	0	7
2023.11.21	20:25:00	1.25252	1.25277	1.25243	1.25272	186	0	7
2023.11.21	20:30:00	1.25271	1.25276	1.25237	1.25255	257	0	7
2023.11.21	20:35:00	1.25253	1.25278	1.25226	1.25277	198	0	8
2023.11.21	20:40:00	1.25276	1.25298	1.25265	1.25278	252	0	8
2023.11.21	20:45:00	1.25278	1.25293	1.25260	1.25284	169	0	8
2023.11.21	20:50:00	1.25282	1.25285	1.25263	1.25265	148	0	10
2023.11.21	20:55:00	1.25265	1.25269	1.25219	1.25255	243	0	9
2023.11.21	21:00:00	1.25250	1.25326	1.25205	1.25293	370	0	7
2023.11.21	21:05:00	1.25293	1.25296	1.25171	1.25180	386	0	9
2023.11.21	21:10:00	1.25178	1.25329	1.25178	1.25329	352	0	7
2023.11.21	21:15:00	1.25329	1.25338	1.25297	1.25325	331	0	8
2023.11.21	21:20:00	1.25325	1.25349	1.25320	1.25339	204	0	8
2023.11.21	21:25:00	1.25339	1.25396	1.25335	1.25378	251	0	7
2023.11.21	21:30:00	1.25378	1.25382	1.25354	1.25369	185	0	8
2023.11.21	21:35:00	1.25369	1.25390	1.25338	1.25349	289	0	8
2023.11.21	21:40:00	1.25349	1.25366	1.25318	1.25344	257	0	9
2023.11.21	21:45:00	1.25348	1.25392	1.25346	1.25367	164	0	9
2023.11.21	21:50:00	1.25368	1.25387	1.25347	1.25386	131	0	7
2023.11.21	21:55:00	1.25388	1.25407	1.25376	1.25406	237	0	7
2023.11.21	22:00:00	1.25406	1.25411	1.25390	1.25408	125	0	8
2023.11.21	22:05:00	1.25409	1.25418	1.25360	1.25360	132	0	8
2023.11.21	22:10:00	1.25361	1.25385	1.25348	1.25359	137	0	8
2023.11.21	22:15:00	1.25360	1.25391	1.25357	1.25385	115	0	9
2023.11.21	22:20:00	1.25386	1.25388	1.25350	1.25352	162	0	8
2023.11.21	22:25:00	1.25355	1.25363	1.25348	1.25358	95	0	8
2023.11.21	22:30:00	1.25358	1.25358	1.25338	1.25347	46	0	7
2023.11.21	22:35:00	1.25347	1.25347	1.25327	1.25340	37	0	8
2023.11.21	22:40:00	1.25341	1.25358	1.25335	1.25347	66	0	7
2023.11.21	22:45:00	1.25347	1.25349	1.25327	1.25347	82	0	7
2023.11.21	22:50:00	1.25348	1.25351	1.25325	1.25330	75	0	9
2023.11.21	22:55:00	1.25329	1.25357	1.25320	1.25356	95	0	10
2023.11.21	23:00:00	1.25356	1.25357	1.25338	1.25339	51	0	10
2023.11.21	23:05:00	1.25343	1.25357	1.25328	1.25340	80	0	12
2023.11.21	23:10:00	1.25339	1.25370	1.25339	1.25359	61	0	11
2023.11.21	23:15:00	1.25359	1.25378	1.25356	1.25378	58	0	11
2023.11.21	23:20:00	1.25379	1.25398	1.25370	1.25396	68	0	12
2023.11.21	23:25:00	1.25395	1.25395	1.25375	1.25386	79	0	13
2023.11.21	23:30:00	1.25386	1.25386	1.25360	1.25360	40	0	13
2023.11.21	23:35:00	1.25360	1.25375	1.25356	1.25368	47	0	13
2023.11.21	23:40:00	1.25367	1.25368	1.25350	1.25359	39	0	13
2023.11.21	23:45:00	1.25359	1.25376	1.25355	1.25367	39	0	14
2023.11.21	23:50:00	1.25366	1.25371	1.25358	1.25358	65	0	15
2023.11.21	23:55:00	1.25361	1.25382	1.25354	1.25373	137	0	7
2023.11.22	00:00:00	1.25292	1.25367	1.25234	1.25294	10	0	27
2023.11.22	00:05:00	1.25296	1.25328	1.25225	1.25283	47	0	72
2023.11.22	00:10:00	1.25280	1.25300	1.25227	1.25266	30	0	60
2023.11.22	00:15:00	1.25266	1.25304	1.25257	1.25258	21	0	19
2023.11.22	00:20:00	1.25257	1.25306	1.25257	1.25271	32	0	19
2023.11.22	00:25:00	1.25271	1.25338	1.25268	1.25286	23	0	30
2023.11.22	00:30:00	1.25287	1.25336	1.25287	1.25328	120	0	69
2023.11.22	00:35:00	1.25328	1.25342	1.25326	1.25341	73	0	69
2023.11.22	00:40:00	1.25340	1.25344	1.25335	1.25337	172	0	66
2023.11.22	00:45:00	1.25340	1.25344	1.25330	1.25332	119	0	69
2023.11.22	00:50:00	1.25330	1.25338	1.25329	1.25331	123	0	69
2023.11.22	00:55:00	1.25332	1.25342	1.25313	1.25314	193	0	51
2023.11.22	01:00:00	1.25317	1.25417	1.25314	1.25405	100	0	9
2023.11.22	01:05:00	1.25406	1.25407	1.25396	1.25406	25	0	15
2023.11.22	01:10:00	1.25404	1.25407	1.25394	1.25406	45	0	17
2023.11.22	01:15:00	1.25403	1.25408	1.25393	1.25403	46	0	15
2023.11.22	01:20:00	1.25403	1.25416	1.25403	1.25416	38	0	14
2023.11.22	01:25:00	1.25416	1.25417	1.25403	1.25404	38	0	14
2023.11.22	01:30:00	1.25404	1.25426	1.25403	1.25414	77	0	10
2023.11.22	01:35:00	1.25414	1.25436	1.25411	1.25434	69	0	8
2023.11.22	01:40:00	1.25433	1.25445	1.25425	1.25445	55	0	11
2023.11.22	01:45:00	1.25445	1.25446	1.25434	1.25434	34	0	14
2023.11.22	01:50:00	1.25436	1.25436	1.25419	1.25421	32	0	15
2023.11.22	01:55:00	1.25420	1.25429	1.25415	1.25426	37	0	16
2023.11.22	02:00:00	1.25426	1.25449	1.25423	1.25449	71	0	5
2023.11.22	02:05:00	1.25451	1.25478	1.25450	1.25457	131	0	12
2023.11.22	02:10:00	1.25458	1.25458	1.25427	1.25447	115	0	12
2023.11.22	02:15:00	1.25446	1.25447	1.25430	1.25445	102	0	12
2023.11.22	02:20:00	1.25446	1.25450	1.25432	1.25435	69	0	8
2023.11.22	02:25:00	1.25433	1.25433	1.25418	1.25423	83	0	10
2023.11.22	02:30:00	1.25426	1.25428	1.25413	1.25418	68	0	12
2023.11.22	02:35:00	1.25419	1.25421	1.25410	1.25420	56	0	12
2023.11.22	02:40:00	1.25418	1.25447	1.25417	1.25439	82	0	12
2023.11.22	02:45:00	1.25438	1.25439	1.25408	1.25408	85	0	12
2023.11.22	02:50:00	1.25407	1.25436	1.25398	1.25433	127	0	12
2023.11.22	02:55:00	1.25433	1.25452	1.25408	1.25451	136	0	10
2023.11.22	03:00:00	1.25450	1.25458	1.25435	1.25436	158	0	11
2023.11.22	03:05:00	1.25438	1.25439	1.25417	1.25429	107	0	11
2023.11.22	03:10:00	1.25430	1.25432	1.25409	1.25421	99	0	11
2023.11.22	03:15:00	1.25420	1.25490	1.25420	1.25459	327	0	11
2023.11.22	03:20:00	1.25462	1.25466	1.25378	1.25379	161	0	12
2023.11.22	03:25:00	1.25378	1.25385	1.25338	1.25365	147	0	11
2023.11.22	03:30:00	1.25363	1.25369	1.25348	1.25365	186	0	12
2023.11.22	03:35:00	1.25366	1.25377	1.25336	1.25354	130	0	11
2023.11.22	03:40:00	1.25352	1.25379	1.25345	1.25369	110	0	12
2023.11.22	03:45:00	1.25371	1.25378	1.25344	1.25346	120	0	12
2023.11.22	03:50:00	1.25347	1.25370	1.25335	1.25364	96	0	12
2023.11.22	03:55:00	1.25365	1.25382	1.25346	1.25350	131	0	12
2023.11.22	04:00:00	1.25349	1.25357	1.25336	1.25346	141	0	12
2023.11.22	04:05:00	1.25346	1.25368	1.25345	1.25347	143	0	11
2023.11.22	04:10:00	1.25347	1.25353	1.25334	1.25352	94	0	10
2023.11.22	04:15:00	1.25354	1.25368	1.25350	1.25350	136	0	11
2023.11.22	04:20:00	1.25350	1.25357	1.25331	1.25331	117	0	9
2023.11.22	04:25:00	1.25330	1.25336	1.25311	1.25334	91	0	11
2023.11.22	04:30:00	1.25334	1.25387	1.25334	1.25384	134	0	11
2023.11.22	04:35:00	1.25384	1.25423	1.25378	1.25419	136	0	11
2023.11.22	04:40:00	1.25418	1.25418	1.25387	1.25394	131	0	12
2023.11.22	04:45:00	1.25395	1.25408	1.25395	1.25407	104	0	12
2023.11.22	04:50:00	1.25406	1.25430	1.25401	1.25409	83	0	12
2023.11.22	04:55:00	1.25408	1.25417	1.25379	1.25394	107	0	12
2023.11.22	05:00:00	1.25395	1.25419	1.25388	1.25418	106	0	11
2023.11.22	05:05:00	1.25417	1.25435	1.25406	1.25416	102	0	10
2023.11.22	05:10:00	1.25415	1.25419	1.25408	1.25413	77	0	9
2023.11.22	05:15:00	1.25414	1.25415	1.25404	1.25406	49	0	12
2023.11.22	05:20:00	1.25407	1.25420	1.25395	1.25397	96	0	12
2023.11.22	05:25:00	1.25397	1.25400	1.25387	1.25387	53	0	12
2023.11.22	05:30:00	1.25388	1.25407	1.25387	1.25401	48	0	12
2023.11.22	05:35:00	1.25401	1.25401	1.25375	1.25385	70	0	10
2023.11.22	05:40:00	1.25385	1.25390	1.25377	1.25387	81	0	10
2023.11.22	05:45:00	1.25386	1.25391	1.25381	1.25387	70	0	12
2023.11.22	05:50:00	1.25386	1.25389	1.25367	1.25367	61	0	12
2023.11.22	05:55:00	1.25366	1.25385	1.25365	1.25383	67	0	7
2023.11.22	06:00:00	1.25381	1.25404	1.25368	1.25368	97	0	0
2023.11.22	06:05:00	1.25367	1.25368	1.25346	1.25365	111	0	9
2023.11.22	06:10:00	1.25366	1.25366	1.25347	1.25347	61	0	12
2023.11.22	06:15:00	1.25349	1.25357	1.25341	1.25345	65	0	12
2023.11.22	06:20:00	1.25346	1.25357	1.25344	1.25347	64	0	5
2023.11.22	06:25:00	1.25346	1.25348	1.25335	1.25338	47	0	9
2023.11.22	06:30:00	1.25337	1.25348	1.25336	1.25345	43	0	8
2023.11.22	06:35:00	1.25345	1.25351	1.25344	1.25349	36	0	9
2023.11.22	06:40:00	1.25351	1.25375	1.25351	1.25368	60	0	7
2023.11.22	06:45:00	1.25367	1.25367	1.25343	1.25344	53	0	3
2023.11.22	06:50:00	1.25345	1.25359	1.25341	1.25342	50	0	6
2023.11.22	06:55:00	1.25342	1.25349	1.25339	1.25347	48	0	10
2023.11.22	07:00:00	1.25346	1.25359	1.25339	1.25351	133	0	1
2023.11.22	07:05:00	1.25349	1.25365	1.25349	1.25361	64	0	1
2023.11.22	07:10:00	1.25361	1.25364	1.25318	1.25320	133	0	1
2023.11.22	07:15:00	1.25323	1.25323	1.25281	1.25293	243	0	1
2023.11.22	07:20:00	1.25290	1.25304	1.25262	1.25264	226	0	1
2023.11.22	07:25:00	1.25267	1.25273	1.25250	1.25259	132	0	1
2023.11.22	07:30:00	1.25261	1.25286	1.25261	1.25272	121	0	1
2023.11.22	07:35:00	1.25270	1.25286	1.25267	1.25271	115	0	1
2023.11.22	07:40:00	1.25270	1.25273	1.25250	1.25251	96	0	1
2023.11.22	07:45:00	1.25250	1.25261	1.25239	1.25250	145	0	1
2023.11.22	07:50:00	1.25251	1.25260	1.25238	1.25254	133	0	1
2023.11.22	07:55:00	1.25253	1.25270	1.25247	1.25254	136	0	1
2023.11.22	08:00:00	1.25253	1.25264	1.25231	1.25242	269	0	1
2023.11.22	08:05:00	1.25239	1.25245	1.25214	1.25221	238	0	1
2023.11.22	08:10:00	1.25222	1.25231	1.25202	1.25206	274	0	1
2023.11.22	08:15:00	1.25203	1.25213	1.25162	1.25170	358	0	1
2023.11.22	08:20:00	1.25171	1.25220	1.25164	1.25197	297	0	1
2023.11.22	08:25:00	1.25195	1.25198	1.25149	1.25153	430	0	1
2023.11.22	08:30:00	1.25152	1.25172	1.25132	1.25137	294	0	1
2023.11.22	08:35:00	1.25138	1.25162	1.25129	1.25162	168	0	1
2023.11.22	08:40:00	1.25158	1.25185	1.25148	1.25169	126	0	1
2023.11.22	08:45:00	1.25168	1.25192	1.25164	1.25171	261	0	1
2023.11.22	08:50:00	1.25174	1.25175	1.25135	1.25148	229	0	1
2023.11.22	08:55:00	1.25149	1.25207	1.25147	1.25193	231	0	1
2023.11.22	09:00:00	1.25195	1.25222	1.25188	1.25219	389	0	1
2023.11.22	09:05:00	1.25221	1.25221	1.25175	1.25198	216	0	1
2023.11.22	09:10:00	1.25197	1.25202	1.25164	1.25167	255	0	1
2023.11.22	09:15:00	1.25168	1.25227	1.25159	1.25224	290	0	1
2023.11.22	09:20:00	1.25226	1.25241	1.25203	1.25222	281	0	1
2023.11.22	09:25:00	1.25224	1.25271	1.25218	1.25260	341	0	1
2023.11.22	09:30:00	1.25263	1.25264	1.25218	1.25247	406	0	1
2023.11.22	09:35:00	1.25247	1.25257	1.25235	1.25238	288	0	1
2023.11.22	09:40:00	1.25240	1.25271	1.25237	1.25270	274	0	1
2023.11.22	09:45:00	1.25267	1.25295	1.25261	1.25272	252	0	1
2023.11.22	09:50:00	1.25270	1.25317	1.25259	1.25291	263	0	1
2023.11.22	09:55:00	1.25291	1.25300	1.25265	1.25265	352	0	1
2023.11.22	10:00:00	1.25263	1.25329	1.25263	1.25323	516	0	1
2023.11.22	10:05:00	1.25323	1.25352	1.25302	1.25311	416	0	1
2023.11.22	10:10:00	1.25310	1.25372	1.25304	1.25359	412	0	1
2023.11.22	10:15:00	1.25362	1.25363	1.25314	1.25315	297	0	1
2023.11.22	10:20:00	1.25316	1.25325	1.25279	1.25289	383	0	1
2023.11.22	10:25:00	1.25290	1.25292	1.25197	1.25211	612	0	1
2023.11.22	10:30:00	1.25208	1.25215	1.25159	1.25202	390	0	1
2023.11.22	10:35:00	1.25202	1.25211	1.25111	1.25121	503	0	1
2023.11.22	10:40:00	1.25123	1.25129	1.25080	1.25083	650	0	1
2023.11.22	10:45:00	1.25083	1.25141	1.25071	1.25089	469	0	1
2023.11.22	10:50:00	1.25090	1.25120	1.25068	1.25092	366	0	1
2023.11.22	10:55:00	1.25091	1.25134	1.25084	1.25129	431	0	1
2023.11.22	11:00:00	1.25128	1.25258	1.25128	1.25256	519	0	1
2023.11.22	11:05:00	1.25256	1.25335	1.25256	1.25292	527	0	1
2023.11.22	11:10:00	1.25294	1.25318	1.25233	1.25259	400	0	1
2023.11.22	11:15:00	1.25260	1.25263	1.25179	1.25187	249	0	1
2023.11.22	11:20:00	1.25185	1.25212	1.25160	1.25194	493	0	1
2023.11.22	11:25:00	1.25192	1.25233	1.25171	1.25215	352	0	1
2023.11.22	11:30:00	1.25214	1.25261	1.25214	1.25233	327	0	1
2023.11.22	11:35:00	1.25233	1.25295	1.25231	1.25293	375	0	1
2023.11.22	11:40:00	1.25291	1.25358	1.25291	1.25331	447	0	1
2023.11.22	11:45:00	1.25331	1.25372	1.25320	1.25332	366	0	1
2023.11.22	11:50:00	1.25330	1.25342	1.25293	1.25296	380	0	1
2023.11.22	11:55:00	1.25293	1.25320	1.25279	1.25290	309	0	1
2023.11.22	12:00:00	1.25292	1.25312	1.25274	1.25292	379	0	1
2023.11.22	12:05:00	1.25293	1.25303	1.25270	1.25281	217	0	1
2023.11.22	12:10:00	1.25279	1.25350	1.25279	1.25332	366	0	1
2023.11.22	12:15:00	1.25330	1.25331	1.25253	1.25262	217	0	1
2023.11.22	12:20:00	1.25261	1.25304	1.25258	1.25268	256	0	1
2023.11.22	12:25:00	1.25262	1.25305	1.25252	1.25265	298	0	1
2023.11.22	12:30:00	1.25267	1.25278	1.25219	1.25227	280	0	1
2023.11.22	12:35:00	1.25229	1.25262	1.25220	1.25260	388	0	1
2023.11.22	12:40:00	1.25257	1.25268	1.25208	1.25240	441	0	1
2023.11.22	12:45:00	1.25236	1.25254	1.25214	1.25231	438	0	1
2023.11.22	12:50:00	1.25232	1.25257	1.25213	1.25252	282	0	1
2023.11.22	12:55:00	1.25253	1.25284	1.25242	1.25284	203	0	1
2023.11.22	13:00:00	1.25283	1.25310	1.25259	1.25264	364	0	1
2023.11.22	13:05:00	1.25266	1.25363	1.25261	1.25362	386	0	1
2023.11.22	13:10:00	1.25361	1.25361	1.25332	1.25346	263	0	1
2023.11.22	13:15:00	1.25343	1.25347	1.25268	1.25293	376	0	1
2023.11.22	13:20:00	1.25297	1.25318	1.25280	1.25289	287	0	1
2023.11.22	13:25:00	1.25288	1.25352	1.25284	1.25351	294	0	1
2023.11.22	13:30:00	1.25349	1.25349	1.25278	1.25301	229	0	1
2023.11.22	13:35:00	1.25300	1.25302	1.25244	1.25261	350	0	1
2023.11.22	13:40:00	1.25261	1.25343	1.25258	1.25340	280	0	1
2023.11.22	13:45:00	1.25342	1.25375	1.25331	1.25337	350	0	1
2023.11.22	13:50:00	1.25339	1.25365	1.25332	1.25353	439	0	1
2023.11.22	13:55:00	1.25352	1.25367	1.25328	1.25352	266	0	1
2023.11.22	14:00:00	1.25350	1.25381	1.25312	1.25363	344	0	1
2023.11.22	14:05:00	1.25354	1.25398	1.25345	1.25393	239	0	1
2023.11.22	14:10:00	1.25394	1.25444	1.25392	1.25441	354	0	1
2023.11.22	14:15:00	1.25442	1.25483	1.25439	1.25472	443	0	1
2023.11.22	14:20:00	1.25472	1.25480	1.25434	1.25442	329	0	1
2023.11.22	14:25:00	1.25436	1.25444	1.25402	1.25420	359	0	1
2023.11.22	14:30:00	1.25421	1.25483	1.25417	1.25444	426	0	1
2023.11.22	14:35:00	1.25441	1.25447	1.25401	1.25404	347	0	1
2023.11.22	14:40:00	1.25402	1.25413	1.25355	1.25358	278	0	1
2023.11.22	14:45:00	1.25360	1.25431	1.25360	1.25388	578	0	1
2023.11.22	14:50:00	1.25389	1.25392	1.25353	1.25354	271	0	1
2023.11.22	14:55:00	1.25353	1.25381	1.25340	1.25360	395	0	1
2023.11.22	15:00:00	1.25359	1.25439	1.25339	1.25410	547	0	1
2023.11.22	15:05:00	1.25410	1.25431	1.25358	1.25368	696	0	1
2023.11.22	15:10:00	1.25370	1.25390	1.25278	1.25281	482	0	1
2023.11.22	15:15:00	1.25278	1.25324	1.25264	1.25291	668	0	1
2023.11.22	15:20:00	1.25289	1.25363	1.25287	1.25343	552	0	1
2023.11.22	15:25:00	1.25342	1.25371	1.25333	1.25362	464	0	1
2023.11.22	15:30:00	1.25362	1.25362	1.25183	1.25276	1798	0	1
2023.11.22	15:35:00	1.25277	1.25295	1.25199	1.25282	1209	0	1
2023.11.22	15:40:00	1.25280	1.25285	1.25170	1.25174	1193	0	1
2023.11.22	15:45:00	1.25176	1.25207	1.25094	1.25117	964	0	1
2023.11.22	15:50:00	1.25117	1.25148	1.25090	1.25129	750	0	1
2023.11.22	15:55:00	1.25128	1.25193	1.25128	1.25150	654	0	1
2023.11.22	16:00:00	1.25155	1.25166	1.24984	1.24990	818	0	1
2023.11.22	16:05:00	1.24992	1.25002	1.24931	1.24963	1002	0	1
2023.11.22	16:10:00	1.24962	1.24968	1.24781	1.24798	897	0	1
2023.11.22	16:15:00	1.24800	1.24842	1.24782	1.24833	797	0	1
2023.11.22	16:20:00	1.24830	1.24879	1.24830	1.24860	685	0	1
2023.11.22	16:25:00	1.24860	1.24871	1.24750	1.24822	680	0	1
2023.11.22	16:30:00	1.24823	1.24900	1.24802	1.24840	1109	0	1
2023.11.22	16:35:00	1.24841	1.24928	1.24835	1.24892	993	0	1
2023.11.22	16:40:00	1.24891	1.24922	1.24870	1.24909	780	0	1
2023.11.22	16:45:00	1.24911	1.24963	1.24866	1.24882	776	0	1
2023.11.22	16:50:00	1.24881	1.24883	1.24789	1.24794	777	0	1
2023.11.22	16:55:00	1.24794	1.24858	1.24788	1.24845	559	0	1
2023.11.22	17:00:00	1.24855	1.24855	1.24642	1.24651	1590	0	1
2023.11.22	17:05:00	1.24655	1.24696	1.24624	1.24653	963	0	1
2023.11.22	17:10:00	1.24653	1.24659	1.24588	1.24592	966	0	1
2023.11.22	17:15:00	1.24596	1.24616	1.24539	1.24585	764	0	1
2023.11.22	17:20:00	1.24583	1.24628	1.24565	1.24621	555	0	1
2023.11.22	17:25:00	1.24620	1.24633	1.24575	1.24627	634	0	1
2023.11.22	17:30:00	1.24625	1.24646	1.24548	1.24608	667	0	1
2023.11.22	17:35:00	1.24609	1.24612	1.24488	1.24493	657	0	1
2023.11.22	17:40:00	1.24492	1.24600	1.24491	1.24571	530	0	1
2023.11.22	17:45:00	1.24572	1.24606	1.24545	1.24564	675	0	1
2023.11.22	17:50:00	1.24561	1.24597	1.24525	1.24592	845	0	1
2023.11.22	17:55:00	1.24590	1.24610	1.24559	1.24586	677	0	1
2023.11.22	18:00:00	1.24588	1.24615	1.24554	1.24571	712	0	1
2023.11.22	18:05:00	1.24571	1.24574	1.24526	1.24547	463	0	1
2023.11.22	18:10:00	1.24549	1.24594	1.24546	1.24592	441	0	1
2023.11.22	18:15:00	1.24592	1.24614	1.24570	1.24595	569	0	1
2023.11.22	18:20:00	1.24592	1.24617	1.24580	1.24606	459	0	1
2023.11.22	18:25:00	1.24604	1.24617	1.24594	1.24603	445	0	1
2023.11.22	18:30:00	1.24601	1.24623	1.24588	1.24621	438	0	1
